# Escherichia_coli
CDOECKAM_00001	K00633
CDOECKAM_03085	K13926
CDOECKAM_03086	K07797
CDOECKAM_03089	K16322
CDOECKAM_03090	K06144
CDOECKAM_03091	K06149
CDOECKAM_03092	K03305
CDOECKAM_03093	K15984
CDOECKAM_03094	K01414
CDOECKAM_03095	K07115
CDOECKAM_03096	K00383
CDOECKAM_03100	K07285
CDOECKAM_03101	K21901
CDOECKAM_03104	K02016
CDOECKAM_03108	K02015
CDOECKAM_03111	K19778
CDOECKAM_03112	K19777
CDOECKAM_03114	K21907
CDOECKAM_03116	K18898
CDOECKAM_03117	K18899
CDOECKAM_03119	K21906
CDOECKAM_03120	K21905
CDOECKAM_03121	K01580
CDOECKAM_03122	K00428
CDOECKAM_03123	K01194
CDOECKAM_03125	K16135
CDOECKAM_03126	K07058
CDOECKAM_03129	K21086
CDOECKAM_03130	K00874
CDOECKAM_03132	K11103
CDOECKAM_03134	K20543
CDOECKAM_03135	K20542
CDOECKAM_03136	K20541
CDOECKAM_03137	K00694
CDOECKAM_03138	K00694
CDOECKAM_03139	K03496
CDOECKAM_03144	K18862
CDOECKAM_03146	K10823
CDOECKAM_03147	K15583
CDOECKAM_03148	K12370
CDOECKAM_03149	K12369
CDOECKAM_03150	K12368
CDOECKAM_03152	K12975
CDOECKAM_03153	K08177
CDOECKAM_03155	K01246
CDOECKAM_03156	K03827
CDOECKAM_03157	K08351
CDOECKAM_03159	K00090
CDOECKAM_03162	K03704
CDOECKAM_03164	K01879
CDOECKAM_03165	K01878
CDOECKAM_03170	K00854
CDOECKAM_03172	K10543
CDOECKAM_03173	K10545
CDOECKAM_03174	K10544
CDOECKAM_03175	K02529
CDOECKAM_03177	K01176
CDOECKAM_03178	K00835
CDOECKAM_03179	K12136
CDOECKAM_03180	K21602
CDOECKAM_03181	K08092
CDOECKAM_03182	K19334
CDOECKAM_03184	K21394
CDOECKAM_03186	K21395
CDOECKAM_03187	K00880
CDOECKAM_03188	K03078
CDOECKAM_03189	K03079
CDOECKAM_03190	K03077
CDOECKAM_03191	K00138
CDOECKAM_03192	K13954
CDOECKAM_03193	K03833
CDOECKAM_03194	K01042
CDOECKAM_03198	K02798
CDOECKAM_03198	K02799
CDOECKAM_03198	K02800
CDOECKAM_03199	K00009
CDOECKAM_03200	K02562
CDOECKAM_03204	K21449
CDOECKAM_03205	K00427
CDOECKAM_03206	K14348
CDOECKAM_03207	K00101
CDOECKAM_03208	K03216
CDOECKAM_03209	K00640
CDOECKAM_03210	K00057
CDOECKAM_03211	K03071
CDOECKAM_03212	K03676
CDOECKAM_03214	K15633
CDOECKAM_03215	K22719
CDOECKAM_03217	K19427
CDOECKAM_03218	K00060
CDOECKAM_03219	K00639
CDOECKAM_03220	K03274
CDOECKAM_03221	K02843
CDOECKAM_03222	K02841
CDOECKAM_03223	K02847
CDOECKAM_03224	K19427
CDOECKAM_03230	K02844
CDOECKAM_03232	K02527
CDOECKAM_03233	K00954
CDOECKAM_03234	K10563
CDOECKAM_03235	K02913
CDOECKAM_03236	K02902
CDOECKAM_03238	K13038
CDOECKAM_03239	K01520
CDOECKAM_03240	K05501
CDOECKAM_03241	K00762
CDOECKAM_03242	K00989
CDOECKAM_03246	K01972
CDOECKAM_03247	K00942
CDOECKAM_03248	K03060
CDOECKAM_03249	K01139
CDOECKAM_03250	K00556
CDOECKAM_03251	K03655
CDOECKAM_03252	K03312
CDOECKAM_03253	K16345
CDOECKAM_03256	K00847
CDOECKAM_03257	K01624
CDOECKAM_03258	K08302
CDOECKAM_03259	K02769
CDOECKAM_03259	K02770
CDOECKAM_03260	K11202
CDOECKAM_03261	K02768
CDOECKAM_03261	K02769
CDOECKAM_03261	K02770
CDOECKAM_03262	K02538
CDOECKAM_03263	K01811
CDOECKAM_03264	K03292
CDOECKAM_03281	K02073
CDOECKAM_03283	K03445
CDOECKAM_03285	K06901
CDOECKAM_03286	K01486
CDOECKAM_03287	K07784
CDOECKAM_03288	K07783
CDOECKAM_03289	K07675
CDOECKAM_03290	K07686
CDOECKAM_03292	K01653
CDOECKAM_03293	K01652
CDOECKAM_03294	K08154
CDOECKAM_03295	K06871
CDOECKAM_03297	K00389
CDOECKAM_03298	K01133
CDOECKAM_03299	K03307
CDOECKAM_03300	K17736
CDOECKAM_03302	K04081
CDOECKAM_03303	K04080
CDOECKAM_03307	K08194
CDOECKAM_03308	K01684
CDOECKAM_03309	K01631
CDOECKAM_03310	K00883
CDOECKAM_03311	K05799
CDOECKAM_03315	K02470
CDOECKAM_03316	K03629
CDOECKAM_03317	K02338
CDOECKAM_03318	K02313
CDOECKAM_03319	K02914
CDOECKAM_03320	K03536
CDOECKAM_03321	K03217
CDOECKAM_03322	K03650
CDOECKAM_03323	K01667
CDOECKAM_03324	K03836
CDOECKAM_03325	K08163
CDOECKAM_03328	K19784
CDOECKAM_03329	K06901
CDOECKAM_03332	K02564
CDOECKAM_03335	K10124
CDOECKAM_03336	K01223
CDOECKAM_03337	K02755
CDOECKAM_03337	K02756
CDOECKAM_03337	K02757
CDOECKAM_03338	K03488
CDOECKAM_03339	K02039
CDOECKAM_03340	K02036
CDOECKAM_03341	K02038
CDOECKAM_03342	K02037
CDOECKAM_03343	K02040
CDOECKAM_03344	K00820
CDOECKAM_03345	K04042
CDOECKAM_03346	K02114
CDOECKAM_03347	K02112
CDOECKAM_03348	K02115
CDOECKAM_03349	K02111
CDOECKAM_03350	K02113
CDOECKAM_03351	K02109
CDOECKAM_03352	K02110
CDOECKAM_03353	K02108
CDOECKAM_03354	K02116
CDOECKAM_03355	K03501
CDOECKAM_03356	K03495
CDOECKAM_03357	K00380
CDOECKAM_03358	K03718
CDOECKAM_03359	K01914
CDOECKAM_03361	K03924
CDOECKAM_03363	K06726
CDOECKAM_03364	K10441
CDOECKAM_03365	K10440
CDOECKAM_03366	K10439
CDOECKAM_03367	K00852
CDOECKAM_03368	K02529
CDOECKAM_03370	K05799
CDOECKAM_03378	K03555
CDOECKAM_03379	K07314
CDOECKAM_03380	K22103
CDOECKAM_03381	K00042
CDOECKAM_03383	K01628
CDOECKAM_03384	K22131
CDOECKAM_03385	K03299
CDOECKAM_03388	K03087
CDOECKAM_03389	K06194
CDOECKAM_03390	K00573
CDOECKAM_03391	K03787
CDOECKAM_03392	K06176
CDOECKAM_03393	K01770
CDOECKAM_03394	K00991
CDOECKAM_03395	K05589
CDOECKAM_03397	K00860
CDOECKAM_03398	K00956
CDOECKAM_03399	K00957
CDOECKAM_03400	K19701
CDOECKAM_03402	K00390
CDOECKAM_03403	K00381
CDOECKAM_03404	K00380
CDOECKAM_03405	K01737
CDOECKAM_03406	K00311
CDOECKAM_03407	K03855
CDOECKAM_03408	K02443
CDOECKAM_03413	K00065
CDOECKAM_03415	K11216
CDOECKAM_03418	K02809
CDOECKAM_03418	K02810
CDOECKAM_03420	K03435
CDOECKAM_03421	K10026
CDOECKAM_03426	K01689
CDOECKAM_03427	K01937
CDOECKAM_03428	K04765
CDOECKAM_03429	K07171
CDOECKAM_03430	K07172
CDOECKAM_03431	K00951
CDOECKAM_03432	K03215
CDOECKAM_03433	K07678
CDOECKAM_03434	K01706
CDOECKAM_03435	K13918
CDOECKAM_03436	K03535
CDOECKAM_03437	K00380
CDOECKAM_03438	K06175
CDOECKAM_03441	K06879
CDOECKAM_03443	K03837
CDOECKAM_03444	K01752
CDOECKAM_03445	K01146
CDOECKAM_03446	K00048
CDOECKAM_03447	K01628
CDOECKAM_03448	K02429
CDOECKAM_03449	K01818
CDOECKAM_03450	K00879
CDOECKAM_03451	K02431
CDOECKAM_03452	K02444
CDOECKAM_03453	K06968
CDOECKAM_03455	K03566
CDOECKAM_03457	K01766
CDOECKAM_03458	K02426
CDOECKAM_03459	K22132
CDOECKAM_03460	K08304
CDOECKAM_03469	K11903
CDOECKAM_03470	K03695
CDOECKAM_03471	K11904
CDOECKAM_03474	K11904
CDOECKAM_03486	K00058
CDOECKAM_03487	K06041
CDOECKAM_03488	K14155
CDOECKAM_03489	K02790
CDOECKAM_03489	K02791
CDOECKAM_03490	K03488
CDOECKAM_03491	K01448
CDOECKAM_03492	K14682
CDOECKAM_03493	K03581
CDOECKAM_03494	K03582
CDOECKAM_03495	K01407
CDOECKAM_03496	K03583
CDOECKAM_03501	K00560
CDOECKAM_03502	K13292
CDOECKAM_03503	K08484
CDOECKAM_03504	K08311
CDOECKAM_03506	K03573
CDOECKAM_03510	K08227
CDOECKAM_03511	K05939
CDOECKAM_03512	K02529
CDOECKAM_03513	K01586
CDOECKAM_03514	K21703
CDOECKAM_03515	K01779
CDOECKAM_03516	K02100
CDOECKAM_03517	K00065
CDOECKAM_03518	K01815
CDOECKAM_03519	K00626
CDOECKAM_03523	K00087
CDOECKAM_03524	K20445
CDOECKAM_03525	K20446
CDOECKAM_03526	K14732
CDOECKAM_03527	K00611
CDOECKAM_03528	K01751
CDOECKAM_03529	K01438
CDOECKAM_03530	K01464
CDOECKAM_03531	K00926
CDOECKAM_03532	K00087
CDOECKAM_03534	K07141
CDOECKAM_03535	K15022
CDOECKAM_03536	K18456
CDOECKAM_03537	K21674
CDOECKAM_03538	K00087
CDOECKAM_03539	K16346
CDOECKAM_03540	K01487
CDOECKAM_03541	K06901
CDOECKAM_03542	K12136
CDOECKAM_03543	K00266
CDOECKAM_03546	K01823
CDOECKAM_03547	K04567
CDOECKAM_03548	K02836
CDOECKAM_03549	K07462
CDOECKAM_03550	K03981
CDOECKAM_03551	K04763
CDOECKAM_03552	K03840
CDOECKAM_03553	K19168
CDOECKAM_03554	K09159
CDOECKAM_03555	K06980
CDOECKAM_03558	K01223
CDOECKAM_03559	K00281
CDOECKAM_03560	K02437
CDOECKAM_03561	K00605
CDOECKAM_03562	K18800
CDOECKAM_03563	K03185
CDOECKAM_03564	K01262
CDOECKAM_03566	K09888
CDOECKAM_03567	K01934
CDOECKAM_03568	K00058
CDOECKAM_03569	K01807
CDOECKAM_03571	K05596
CDOECKAM_03572	K01847
CDOECKAM_03573	K11921
CDOECKAM_03574	K09807
CDOECKAM_03575	K06895
CDOECKAM_03576	K03442
CDOECKAM_03577	K01624
CDOECKAM_03578	K00927
CDOECKAM_03579	K03472
CDOECKAM_03583	K16786
CDOECKAM_03584	K16786
CDOECKAM_03585	K00867
CDOECKAM_03586	K02562
CDOECKAM_03587	K02446
CDOECKAM_03590	K02798
CDOECKAM_03591	K04087
CDOECKAM_03592	K00615
CDOECKAM_03593	K07387
CDOECKAM_03594	K01480
CDOECKAM_03596	K01585
CDOECKAM_03598	K00789
CDOECKAM_03599	K08137
CDOECKAM_03601	K01150
CDOECKAM_03602	K09761
CDOECKAM_03603	K01920
CDOECKAM_03605	K07447
CDOECKAM_03606	K02669
CDOECKAM_03610	K02428
CDOECKAM_03613	K01424
CDOECKAM_03616	K03439
CDOECKAM_03617	K03575
CDOECKAM_03619	K08306
CDOECKAM_03620	K03289
CDOECKAM_03621	K01581
CDOECKAM_03622	K07150
CDOECKAM_03629	K18837
CDOECKAM_03650	K15125
CDOECKAM_03659	K12341
CDOECKAM_03682	K03169
CDOECKAM_03690	K02314
CDOECKAM_03692	K03496
CDOECKAM_03694	K13244
CDOECKAM_03703	K10126
CDOECKAM_03704	K08475
CDOECKAM_03705	K08478
CDOECKAM_03706	K11382
CDOECKAM_03711	K02429
CDOECKAM_03712	K00852
CDOECKAM_03713	K11534
CDOECKAM_03717	K18837
CDOECKAM_03722	K06041
CDOECKAM_03731	K21591
CDOECKAM_03733	K00980
CDOECKAM_03736	K02462
CDOECKAM_03737	K02461
CDOECKAM_03738	K02460
CDOECKAM_03739	K02459
CDOECKAM_03740	K02458
CDOECKAM_03741	K02457
CDOECKAM_03742	K02456
CDOECKAM_03743	K02455
CDOECKAM_03744	K02454
CDOECKAM_03746	K02452
CDOECKAM_03748	K02654
CDOECKAM_03750	K02550
CDOECKAM_03751	K01638
CDOECKAM_03753	K18928
CDOECKAM_03756	K11474
CDOECKAM_03758	K12426
CDOECKAM_03759	K19997
CDOECKAM_03762	K11720
CDOECKAM_03763	K07091
CDOECKAM_03770	K16322
CDOECKAM_03771	K01460
CDOECKAM_03772	K11209
CDOECKAM_03773	K04653
CDOECKAM_03776	K03605
CDOECKAM_03777	K06281
CDOECKAM_03779	K08349
CDOECKAM_03780	K06282
CDOECKAM_03783	K19265
CDOECKAM_03786	K03559
CDOECKAM_03787	K03561
CDOECKAM_03788	K01760
CDOECKAM_03790	K21746
CDOECKAM_03791	K08325
CDOECKAM_03792	K06221
CDOECKAM_03794	K06078
CDOECKAM_03796	K05799
CDOECKAM_03805	K04753
CDOECKAM_03806	K00655
CDOECKAM_03807	K02621
CDOECKAM_03808	K02035
CDOECKAM_03811	K07666
CDOECKAM_03812	K07645
CDOECKAM_03815	K11903
CDOECKAM_03816	K03923
CDOECKAM_03819	K02016
CDOECKAM_03820	K02015
CDOECKAM_03821	K02015
CDOECKAM_03822	K02013
CDOECKAM_03823	K02014
CDOECKAM_03824	K03292
CDOECKAM_03828	K00852
CDOECKAM_03830	K22110
CDOECKAM_03832	K02622
CDOECKAM_03834	K03651
CDOECKAM_03836	K01515
CDOECKAM_03837	K12340
CDOECKAM_03840	K01023
CDOECKAM_03841	K03673
CDOECKAM_03842	K03611
CDOECKAM_03843	K15777
CDOECKAM_03844	K07238
CDOECKAM_03846	K02858
CDOECKAM_03848	K22720
CDOECKAM_03851	K03272
CDOECKAM_03852	K00982
CDOECKAM_03853	K18446
CDOECKAM_03855	K00974
CDOECKAM_03856	K06153
CDOECKAM_03857	K01633
CDOECKAM_03858	K08591
CDOECKAM_03859	K16135
CDOECKAM_03860	K03779
CDOECKAM_03861	K03780
CDOECKAM_03862	K11106
CDOECKAM_03863	K01409
CDOECKAM_03864	K02970
CDOECKAM_03865	K02316
CDOECKAM_03866	K03086
CDOECKAM_03867	K03649
CDOECKAM_03869	K07229
CDOECKAM_03871	K03776
CDOECKAM_03872	K09251
CDOECKAM_03873	K06878
CDOECKAM_03875	K12111
CDOECKAM_03876	K12112
CDOECKAM_03880	K03931
CDOECKAM_03881	K00219
CDOECKAM_03882	K18831
CDOECKAM_03883	K11391
CDOECKAM_03886	K19181
CDOECKAM_03888	K07862
CDOECKAM_03890	K01685
CDOECKAM_03891	K01812
CDOECKAM_03892	K08191
CDOECKAM_03897	K14348
CDOECKAM_03904	K15977
CDOECKAM_03905	K07393
CDOECKAM_03908	K06911
CDOECKAM_03912	K01752
CDOECKAM_03913	K09022
CDOECKAM_03914	K00656
CDOECKAM_03915	K00932
CDOECKAM_03916	K03838
CDOECKAM_03917	K01754
CDOECKAM_03919	K00865
CDOECKAM_03920	K00042
CDOECKAM_03921	K01630
CDOECKAM_03922	K12299
CDOECKAM_03923	K01708
CDOECKAM_03924	K19156
CDOECKAM_03925	K19155
CDOECKAM_03926	K02468
CDOECKAM_03927	K16371
CDOECKAM_03929	K10985
CDOECKAM_03930	K02796
CDOECKAM_03931	K02793
CDOECKAM_03931	K02794
CDOECKAM_03932	K01443
CDOECKAM_03933	K02082
CDOECKAM_03934	K08302
CDOECKAM_03935	K02793
CDOECKAM_03935	K02794
CDOECKAM_03936	K10985
CDOECKAM_03937	K02796
CDOECKAM_03938	K02564
CDOECKAM_03939	K07056
CDOECKAM_03940	K07121
CDOECKAM_03942	K12961
CDOECKAM_03943	K04065
CDOECKAM_03944	K07089
CDOECKAM_03951	K08303
CDOECKAM_03953	K14733
CDOECKAM_03954	K03835
CDOECKAM_03955	K05592
CDOECKAM_03956	K05803
CDOECKAM_03957	K00962
CDOECKAM_03958	K02956
CDOECKAM_03959	K03177
CDOECKAM_03960	K02834
CDOECKAM_03961	K02519
CDOECKAM_03962	K02600
CDOECKAM_03963	K09748
CDOECKAM_03965	K01940
CDOECKAM_03969	K03075
CDOECKAM_03970	K03431
CDOECKAM_03971	K00796
CDOECKAM_03972	K03798
CDOECKAM_03973	K02427
CDOECKAM_03974	K07574
CDOECKAM_03975	K03624
CDOECKAM_03976	K07259
CDOECKAM_03977	K03979
CDOECKAM_03979	K02899
CDOECKAM_03980	K02888
CDOECKAM_03981	K02523
CDOECKAM_03983	K00790
CDOECKAM_03985	K07122
CDOECKAM_03986	K07323
CDOECKAM_03987	K02067
CDOECKAM_03988	K02066
CDOECKAM_03989	K02065
CDOECKAM_03990	K07301
CDOECKAM_03991	K06041
CDOECKAM_03992	K03270
CDOECKAM_03993	K11719
CDOECKAM_03994	K09774
CDOECKAM_03995	K06861
CDOECKAM_03996	K03092
CDOECKAM_03997	K05808
CDOECKAM_03998	K02806
CDOECKAM_03999	K06958
CDOECKAM_04000	K08485
CDOECKAM_04002	K03814
CDOECKAM_04004	K07648
CDOECKAM_04006	K00265
CDOECKAM_04007	K00266
CDOECKAM_04009	K19334
CDOECKAM_04010	K00885
CDOECKAM_04011	K01788
CDOECKAM_04012	K03290
CDOECKAM_04013	K01639
CDOECKAM_04014	K11474
CDOECKAM_04015	K03600
CDOECKAM_04016	K03599
CDOECKAM_04017	K02996
CDOECKAM_04018	K02871
CDOECKAM_04019	K06916
CDOECKAM_04020	K09908
CDOECKAM_04021	K04772
CDOECKAM_04022	K04691
CDOECKAM_04023	K00024
CDOECKAM_04024	K03402
CDOECKAM_04025	K12151
CDOECKAM_04027	K03468
CDOECKAM_04028	K15548
CDOECKAM_04030	K16135
CDOECKAM_04031	K03568
CDOECKAM_04033	K08301
CDOECKAM_04034	K06287
CDOECKAM_04035	K03571
CDOECKAM_04036	K03570
CDOECKAM_04037	K03569
CDOECKAM_04038	K18765
CDOECKAM_04039	K19745
CDOECKAM_04040	K02160
CDOECKAM_04041	K01961
CDOECKAM_04043	K00874
CDOECKAM_04044	K10440
CDOECKAM_04045	K10441
CDOECKAM_04046	K10439
CDOECKAM_04048	K02468
CDOECKAM_04049	K00874
CDOECKAM_04051	K14392
CDOECKAM_04052	K02687
CDOECKAM_04054	K03557
CDOECKAM_04055	K07319
CDOECKAM_04057	K03577
CDOECKAM_04058	K18141
CDOECKAM_04059	K18142
CDOECKAM_04062	K09969
CDOECKAM_04063	K10040
CDOECKAM_04064	K09971
CDOECKAM_04069	K03273
CDOECKAM_04070	K02071
CDOECKAM_04071	K02072
CDOECKAM_04072	K02073
CDOECKAM_04073	K06080
CDOECKAM_04074	K22900
CDOECKAM_04075	K01881
CDOECKAM_04077	K06079
CDOECKAM_04078	K15034
CDOECKAM_04082	K04075
CDOECKAM_04083	K20431
CDOECKAM_04084	K01582
CDOECKAM_04085	K01962
CDOECKAM_04086	K02337
CDOECKAM_04087	K03470
CDOECKAM_04088	K00748
CDOECKAM_04089	K00677
CDOECKAM_04090	K02372
CDOECKAM_04091	K02536
CDOECKAM_04092	K06142
CDOECKAM_04093	K07277
CDOECKAM_04094	K11749
CDOECKAM_04095	K00981
CDOECKAM_04097	K00806
CDOECKAM_04098	K00099
CDOECKAM_04099	K02838
CDOECKAM_04100	K09903
CDOECKAM_04101	K02357
CDOECKAM_04102	K02967
CDOECKAM_04103	K01265
CDOECKAM_04104	K00990
CDOECKAM_04105	K00674
CDOECKAM_04107	K02647
CDOECKAM_04108	K04771
CDOECKAM_04109	K01129
CDOECKAM_04110	K01243
CDOECKAM_04111	K06858
CDOECKAM_04113	K15724
CDOECKAM_04114	K03281
CDOECKAM_04115	K01845
CDOECKAM_04116	K02015
CDOECKAM_04117	K02016
CDOECKAM_04118	K02013
CDOECKAM_04119	K02014
CDOECKAM_04120	K05365
CDOECKAM_04122	K01975
CDOECKAM_04123	K06206
CDOECKAM_04124	K06204
CDOECKAM_04125	K01894
CDOECKAM_04126	K00970
CDOECKAM_04127	K00950
CDOECKAM_04129	K15540
CDOECKAM_04130	K07347
CDOECKAM_04135	K00606
CDOECKAM_04136	K01918
CDOECKAM_04139	K01579
CDOECKAM_04141	K11194
CDOECKAM_04142	K01992
CDOECKAM_04144	K01673
CDOECKAM_04145	K00760
CDOECKAM_04146	K00117
CDOECKAM_04147	K14588
CDOECKAM_04149	K00797
CDOECKAM_04150	K01611
CDOECKAM_04152	K01682
CDOECKAM_04154	K00382
CDOECKAM_04155	K00627
CDOECKAM_04156	K00163
CDOECKAM_04157	K05799
CDOECKAM_04162	K11734
CDOECKAM_04164	K03806
CDOECKAM_04165	K00767
CDOECKAM_04167	K02454
CDOECKAM_04168	K02455
CDOECKAM_04169	K00364
CDOECKAM_04170	K00859
CDOECKAM_04171	K18778
CDOECKAM_04172	K09862
CDOECKAM_04173	K03574
CDOECKAM_04175	K13301
CDOECKAM_04176	K02535
CDOECKAM_04177	K03531
CDOECKAM_04178	K03590
CDOECKAM_04179	K03589
CDOECKAM_04180	K01921
CDOECKAM_04181	K01924
CDOECKAM_04182	K02563
CDOECKAM_04183	K03588
CDOECKAM_04184	K01925
CDOECKAM_04185	K01000
CDOECKAM_04186	K01929
CDOECKAM_04187	K01928
CDOECKAM_04188	K03587
CDOECKAM_04189	K03586
CDOECKAM_04190	K03438
CDOECKAM_04191	K03925
CDOECKAM_04192	K03435
CDOECKAM_04193	K01653
CDOECKAM_04194	K01652
CDOECKAM_04195	K05798
CDOECKAM_04196	K01649
CDOECKAM_04197	K00052
CDOECKAM_04198	K01703
CDOECKAM_04199	K01704
CDOECKAM_04201	K11925
CDOECKAM_04202	K02064
CDOECKAM_04203	K02047
CDOECKAM_04204	K02062
CDOECKAM_04208	K02099
CDOECKAM_04209	K00853
CDOECKAM_04210	K01804
CDOECKAM_04211	K03077
CDOECKAM_04212	K02336
CDOECKAM_04213	K03580
CDOECKAM_04214	K06177
CDOECKAM_04215	K05801
CDOECKAM_04216	K04744
CDOECKAM_04217	K03771
CDOECKAM_04218	K00097
CDOECKAM_04219	K02528
CDOECKAM_04221	K01525
CDOECKAM_04223	K19164
CDOECKAM_04224	K00287
CDOECKAM_04225	K11745
CDOECKAM_04226	K11746
CDOECKAM_04228	K03855
CDOECKAM_04229	K00311
CDOECKAM_04230	K22432
CDOECKAM_04232	K05245
CDOECKAM_04233	K08297
CDOECKAM_04234	K08298
CDOECKAM_04235	K02182
CDOECKAM_04236	K08299
CDOECKAM_04237	K05822
CDOECKAM_04239	K01955
CDOECKAM_04240	K01956
CDOECKAM_04241	K00215
CDOECKAM_04242	K12700
CDOECKAM_04243	K03527
CDOECKAM_04244	K03774
CDOECKAM_04245	K03101
CDOECKAM_04246	K01870
CDOECKAM_04248	K02968
CDOECKAM_04249	K03717
CDOECKAM_04250	K03313
CDOECKAM_04255	K03686
CDOECKAM_04256	K04043
CDOECKAM_04259	K07034
CDOECKAM_04260	K03831
CDOECKAM_04261	K00616
CDOECKAM_04262	K03310
CDOECKAM_04265	K01733
CDOECKAM_04266	K00872
CDOECKAM_04267	K12524
CDOECKAM_04268	K15396
CDOECKAM_04269	K07773
CDOECKAM_04270	K06143
CDOECKAM_04271	K07641
CDOECKAM_04272	K07663
CDOECKAM_04274	K05804
CDOECKAM_04275	K22305
CDOECKAM_04277	K03720
CDOECKAM_04278	K08309
CDOECKAM_04280	K07726
CDOECKAM_04282	K06211
CDOECKAM_04283	K04485
CDOECKAM_04284	K01079
CDOECKAM_04286	K03800
CDOECKAM_04288	K03784
CDOECKAM_04289	K01839
CDOECKAM_04290	K00758
CDOECKAM_04291	K01619
CDOECKAM_04294	K03424
CDOECKAM_04297	K04065
CDOECKAM_04298	K02837
CDOECKAM_04299	K08723
CDOECKAM_04300	K03789
CDOECKAM_04301	K02344
CDOECKAM_04302	K00564
CDOECKAM_04307	K13255
CDOECKAM_04308	K22650
CDOECKAM_04312	K02317
CDOECKAM_04313	K02315
CDOECKAM_04318	K03316
CDOECKAM_04322	K11690
CDOECKAM_04323	K05874
CDOECKAM_04328	K19789
CDOECKAM_04329	K03427
CDOECKAM_04331	K19048
CDOECKAM_04343	K01305
CDOECKAM_04344	K21645
CDOECKAM_04345	K08483
CDOECKAM_04346	K21637
CDOECKAM_04347	K05799
CDOECKAM_04348	K19633
CDOECKAM_04349	K01686
CDOECKAM_04354	K07347
CDOECKAM_04355	K07346
CDOECKAM_04358	K04763
CDOECKAM_04359	K03733
CDOECKAM_04360	K22110
CDOECKAM_04361	K17948
CDOECKAM_04362	K22111
CDOECKAM_04369	K18837
CDOECKAM_04370	K18838
CDOECKAM_04379	K03595
CDOECKAM_04386	K03315
CDOECKAM_04388	K10823
CDOECKAM_04389	K02031
CDOECKAM_04390	K02034
CDOECKAM_04391	K12369
CDOECKAM_04392	K02035
CDOECKAM_04393	K22015
CDOECKAM_04394	K22015
CDOECKAM_04395	K07796
CDOECKAM_04396	K15547
CDOECKAM_04397	K15549
CDOECKAM_04400	K00881
CDOECKAM_04401	K17195
CDOECKAM_04402	K10550
CDOECKAM_04403	K10441
CDOECKAM_04404	K10549
CDOECKAM_04406	K01808
CDOECKAM_04408	K06167
CDOECKAM_04409	K09994
CDOECKAM_04410	K05774
CDOECKAM_04411	K06162
CDOECKAM_04412	K05780
CDOECKAM_04413	K05781
CDOECKAM_04414	K06163
CDOECKAM_04415	K06164
CDOECKAM_04416	K06165
CDOECKAM_04417	K06166
CDOECKAM_04418	K02043
CDOECKAM_04419	K02042
CDOECKAM_04420	K02044
CDOECKAM_04421	K02041
CDOECKAM_04426	K03762
CDOECKAM_04428	K07643
CDOECKAM_04429	K07771
CDOECKAM_04430	K03760
CDOECKAM_04431	K03759
CDOECKAM_04432	K21905
CDOECKAM_04433	K01584
CDOECKAM_04435	K07406
CDOECKAM_04436	K08984
CDOECKAM_04437	K01676
CDOECKAM_04438	K07792
CDOECKAM_04439	K07703
CDOECKAM_04440	K07701
CDOECKAM_04443	K18840
CDOECKAM_04444	K18839
CDOECKAM_04445	K04567
CDOECKAM_04446	K03305
CDOECKAM_04447	K01582
CDOECKAM_04448	K03757
CDOECKAM_04449	K03765
CDOECKAM_04452	K04084
CDOECKAM_04453	K03926
CDOECKAM_04454	K07791
CDOECKAM_04455	K01744
CDOECKAM_04457	K16263
CDOECKAM_04458	K04078
CDOECKAM_04459	K04077
CDOECKAM_04462	K19810
CDOECKAM_04463	K02356
CDOECKAM_04466	K11741
CDOECKAM_04467	K03098
CDOECKAM_04468	K01467
CDOECKAM_04469	K00247
CDOECKAM_04470	K00246
CDOECKAM_04471	K00245
CDOECKAM_04472	K00244
CDOECKAM_04473	K04568
CDOECKAM_04475	K22051
CDOECKAM_04476	K01613
CDOECKAM_04477	K06949
CDOECKAM_04478	K13288
CDOECKAM_04482	K18979
CDOECKAM_04483	K17758
CDOECKAM_04483	K17759
CDOECKAM_04484	K06925
CDOECKAM_04485	K01448
CDOECKAM_04486	K03572
CDOECKAM_04487	K00791
CDOECKAM_04488	K03666
CDOECKAM_04489	K03665
CDOECKAM_04490	K04088
CDOECKAM_04491	K04087
CDOECKAM_04493	K01939
CDOECKAM_04494	K13771
CDOECKAM_04495	K12573
CDOECKAM_04496	K03218
CDOECKAM_04503	K09456
CDOECKAM_04507	K03477
CDOECKAM_04508	K03476
CDOECKAM_04509	K03475
CDOECKAM_04510	K02822
CDOECKAM_04511	K02821
CDOECKAM_04512	K03078
CDOECKAM_04513	K03079
CDOECKAM_04514	K03077
CDOECKAM_04516	K02990
CDOECKAM_04517	K02686
CDOECKAM_04518	K02963
CDOECKAM_04519	K02939
CDOECKAM_04523	K08191
CDOECKAM_04525	K19709
CDOECKAM_04526	K01715
CDOECKAM_04528	K00059
CDOECKAM_04529	K22294
CDOECKAM_04531	K03773
CDOECKAM_04532	K11737
CDOECKAM_04533	K07322
CDOECKAM_04535	K19267
CDOECKAM_04537	K01119
CDOECKAM_04538	K01082
CDOECKAM_04541	K06189
CDOECKAM_04542	K07304
CDOECKAM_04543	K07278
CDOECKAM_04544	K09800
CDOECKAM_04546	K01507
CDOECKAM_04547	K02058
CDOECKAM_04548	K10441
